Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
0.0487131,-0.0780504,-0.0146172,-0.00675621,0.0536083,0.00600511
0.0511488,0.168859,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.136588,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,-0.0765494,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.168859,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.141842,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0930601,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0930601,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.072797,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.159103,-0.0146172,-0.00825759,0.0536083,0.00525447
0.0487131,0.135087,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.094561,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.094561,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0795513,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.183118,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.117076,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0915591,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0915591,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0795513,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.168859,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.141842,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.0915591,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.0915591,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,-0.074298,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.156851,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.140341,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0442786,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.177114,-0.0146172,-0.00825759,0.0536083,0.00525447
0.0511488,0.121578,-0.012181,-0.00675621,0.0536083,0.00525447
0.0487131,0.0893077,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.0893077,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,-0.0795513,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.172611,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.129083,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0795513,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.17036,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.141842,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.094561,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.094561,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,-0.074298,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.158352,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.134337,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0968125,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0968125,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,-0.0472805,-0.0146172,-0.0075069,0.0511715,0.00525447
0.0487131,0.175613,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.126832,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.0893077,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0893077,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0757989,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.163606,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.147095,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,-0.0735475,-0.0146172,-0.00675621,0.0536083,0.00600511
0.0511488,0.163606,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.140341,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.094561,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.094561,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0607892,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.183869,-0.012181,-0.00825759,0.0536083,0.00525447
0.0511488,0.117826,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0893077,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0893077,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0788009,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.174112,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.127582,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0915591,-0.0146172,-0.00675621,0.0536083,0.00600511
0.0511488,0.0915591,-0.0146172,-0.00675621,0.0536083,0.00600511
0.0487131,-0.0788009,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.167358,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.142592,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0682941,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.1546,-0.0146172,-0.0075069,0.0511715,0.00600511
0.0511488,0.135838,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.0900581,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.0900581,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0780504,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.175613,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.125331,-0.0146172,-0.0075069,0.0511715,0.00525447
0.0511488,0.0893077,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0893077,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,-0.0788009,-0.012181,-0.00825759,0.0536083,0.00525447
0.0511488,0.17036,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.137339,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.0930601,-0.012181,-0.0075069,0.0511715,0.00525447
0.0487131,0.0930601,-0.012181,-0.0075069,0.0511715,0.00525447
0.0511488,-0.0780504,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.164356,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.13959,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.096062,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.096062,-0.012181,-0.00675621,0.0536083,0.00525447
0.0487131,-0.0450291,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.181617,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.120078,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0885572,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.0885572,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,-0.0772999,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.168859,-0.0146172,-0.00675621,0.0511715,0.00525447
0.0511488,0.137339,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0780504,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.163606,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.143343,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0938106,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0938106,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,-0.071296,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.160604,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.136588,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.094561,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.094561,-0.012181,-0.00675621,0.0536083,0.00525447
0.0487131,-0.0457796,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.181617,-0.0146172,-0.0075069,0.0511715,0.00525447
0.0487131,0.117826,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.0900581,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.0900581,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,-0.0795513,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.168859,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.13959,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0757989,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.162105,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.140341,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0930601,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0930601,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,-0.0615397,-0.012181,-0.00675621,0.0536083,0.00525447
0.0487131,0.183118,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.117826,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0900581,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0900581,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0803018,-0.0146172,-0.00675621,0.0536083,0.00600511
0.0511488,0.172611,-0.012181,-0.0075069,0.0536083,0.00600511
0.0487131,0.126081,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00600511
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00600511
0.0511488,-0.0803018,-0.0146172,-0.0075069,0.0511715,0.00525447
0.0511488,0.167358,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.143343,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.094561,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.094561,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,-0.071296,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.159853,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.135087,-0.012181,-0.00825759,0.0536083,0.00525447
0.0511488,0.0923096,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0780504,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.177114,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.123079,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0788009,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.168109,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.140341,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0915591,-0.012181,-0.00675621,0.0536083,0.00600511
0.0511488,0.0915591,-0.012181,-0.00675621,0.0536083,0.00600511
0.0511488,-0.0772999,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.162105,-0.0146172,-0.00675621,0.0511715,0.00525447
0.0511488,0.141842,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0938106,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0938106,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,-0.0442786,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.180867,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.120078,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.0885572,-0.0146172,-0.00675621,0.0511715,0.00525447
0.0511488,0.0885572,-0.0146172,-0.00675621,0.0511715,0.00525447
0.0511488,-0.0788009,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.17111,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.132836,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0772999,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.164356,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0487131,0.144844,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.071296,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.071296,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.159853,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.136588,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0953115,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0953115,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0487131,-0.04653,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.179366,-0.012181,-0.0075069,0.0536083,0.00525447
0.0487131,0.121578,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00600511
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00600511
0.0511488,-0.0795513,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.168859,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.140341,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,-0.0757989,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.162855,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.141091,-0.012181,-0.00675621,0.0511715,0.00525447
